category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Aesculus sylvatica,Painted Buckeye,,Yellowstone National Park,263
Vascular Plant,Aesculus sylvatica,Painted Buckeye,,Great Smoky Mountains National Park,69
Vascular Plant,Aesculus sylvatica,Painted Buckeye,,Bryce National Park,100
Vascular Plant,Aesculus sylvatica,Painted Buckeye,,Yosemite National Park,157
Vascular Plant,Agalinis purpurea,"Large-Purple False-Foxglove, Purple Gerardia",,Bryce National Park,91
Vascular Plant,Agalinis purpurea,"Large-Purple False-Foxglove, Purple Gerardia",,Yellowstone National Park,263
Vascular Plant,Agalinis purpurea,"Large-Purple False-Foxglove, Purple Gerardia",,Great Smoky Mountains National Park,71
Vascular Plant,Agalinis purpurea,"Large-Purple False-Foxglove, Purple Gerardia",,Yosemite National Park,176
Vascular Plant,Agalinis setacea,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",,Great Smoky Mountains National Park,82
Vascular Plant,Agalinis setacea,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",,Bryce National Park,116
Vascular Plant,Agalinis setacea,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",,Yosemite National Park,190
Vascular Plant,Agalinis setacea,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",,Yellowstone National Park,202
Vascular Plant,Agalinis tenuifolia,"Slender False-Foxglove, Slender Gerardia",,Bryce National Park,73
Vascular Plant,Agalinis tenuifolia,"Slender False-Foxglove, Slender Gerardia",,Yellowstone National Park,257
Vascular Plant,Agalinis tenuifolia,"Slender False-Foxglove, Slender Gerardia",,Yosemite National Park,145
Vascular Plant,Agalinis tenuifolia,"Slender False-Foxglove, Slender Gerardia",,Great Smoky Mountains National Park,59
Vascular Plant,Agastache nepetoides,"Giant Hyssop, Hyssop",,Yellowstone National Park,237
Vascular Plant,Agastache nepetoides,"Giant Hyssop, Hyssop",,Great Smoky Mountains National Park,76
Vascular Plant,Agastache nepetoides,"Giant Hyssop, Hyssop",,Yosemite National Park,144
Vascular Plant,Agastache nepetoides,"Giant Hyssop, Hyssop",,Bryce National Park,106
Vascular Plant,Agastache scrophulariifolia,"Giant Hyssop, Purple Giant Hyssop",,Bryce National Park,116
Vascular Plant,Agastache scrophulariifolia,"Giant Hyssop, Purple Giant Hyssop",,Yosemite National Park,133
Vascular Plant,Agastache scrophulariifolia,"Giant Hyssop, Purple Giant Hyssop",,Great Smoky Mountains National Park,55
Vascular Plant,Agastache scrophulariifolia,"Giant Hyssop, Purple Giant Hyssop",,Yellowstone National Park,232
Vascular Plant,Agastache urticifolia,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",,Great Smoky Mountains National Park,57
Vascular Plant,Agastache urticifolia,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",,Bryce National Park,95
Vascular Plant,Agastache urticifolia,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",,Yellowstone National Park,236
Vascular Plant,Agastache urticifolia,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",,Yosemite National Park,144
Bird,Agelaius phoeniceus,Red-Winged Blackbird,,Yellowstone National Park,250
Bird,Agelaius phoeniceus,Red-Winged Blackbird,,Bryce National Park,97
Bird,Agelaius phoeniceus,Red-Winged Blackbird,,Yosemite National Park,155
Bird,Agelaius phoeniceus,Red-Winged Blackbird,,Great Smoky Mountains National Park,83
Vascular Plant,Ageratina altissima,White Snakeroot,,Bryce National Park,94
Vascular Plant,Ageratina altissima,White Snakeroot,,Great Smoky Mountains National Park,64
Vascular Plant,Ageratina altissima,White Snakeroot,,Yellowstone National Park,254
Vascular Plant,Ageratina altissima,White Snakeroot,,Yosemite National Park,178
Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,,Yellowstone National Park,249
Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,,Great Smoky Mountains National Park,81
Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,,Bryce National Park,120
Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,,Yosemite National Park,152
Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,,Yellowstone National Park,249
Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,,Yosemite National Park,139
Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,,Bryce National Park,96
Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,,Great Smoky Mountains National Park,63
Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,,Yellowstone National Park,205
Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,,Great Smoky Mountains National Park,84
Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,,Yosemite National Park,117
Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,,Bryce National Park,110
Vascular Plant,Ageratina occidentalis,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",,Yellowstone National Park,246
Vascular Plant,Ageratina occidentalis,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",,Bryce National Park,89
Vascular Plant,Ageratina occidentalis,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",,Yosemite National Park,146
Vascular Plant,Ageratina occidentalis,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",,Great Smoky Mountains National Park,74
Reptile,Agkistrodon contortrix mokasen,Northern Copperhead,,Yosemite National Park,152
Reptile,Agkistrodon contortrix mokasen,Northern Copperhead,,Great Smoky Mountains National Park,43
Reptile,Agkistrodon contortrix mokasen,Northern Copperhead,,Yellowstone National Park,212
Reptile,Agkistrodon contortrix mokasen,Northern Copperhead,,Bryce National Park,101
Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",,Yellowstone National Park,241
Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",,Bryce National Park,111
Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",,Great Smoky Mountains National Park,81
Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",,Yosemite National Park,146
Vascular Plant,Agoseris elata,Tall Agoseris,,Bryce National Park,114
Vascular Plant,Agoseris elata,Tall Agoseris,,Great Smoky Mountains National Park,68
Vascular Plant,Agoseris elata,Tall Agoseris,,Yosemite National Park,130
Vascular Plant,Agoseris elata,Tall Agoseris,,Yellowstone National Park,239
Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",,Yosemite National Park,154
Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",,Bryce National Park,114
Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",,Great Smoky Mountains National Park,93
Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",,Yellowstone National Park,257
Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,,Bryce National Park,100
Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,,Great Smoky Mountains National Park,62
Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,,Yosemite National Park,169
Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,,Yellowstone National Park,280
Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",,Yellowstone National Park,290
Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",,Yosemite National Park,146
Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",,Bryce National Park,120
Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",,Great Smoky Mountains National Park,43
Vascular Plant,Agoseris glauca var. monticola,Pale Agoseris,,Yosemite National Park,138
Vascular Plant,Agoseris glauca var. monticola,Pale Agoseris,,Great Smoky Mountains National Park,40
Vascular Plant,Agoseris glauca var. monticola,Pale Agoseris,,Yellowstone National Park,245
Vascular Plant,Agoseris glauca var. monticola,Pale Agoseris,,Bryce National Park,61
Vascular Plant,Agoseris grandiflora,"Bigflower Agoseris, Shortbeak Agoseris",,Bryce National Park,107
Vascular Plant,Agoseris grandiflora,"Bigflower Agoseris, Shortbeak Agoseris",,Great Smoky Mountains National Park,68
Vascular Plant,Agoseris grandiflora,"Bigflower Agoseris, Shortbeak Agoseris",,Yosemite National Park,181
Vascular Plant,Agoseris grandiflora,"Bigflower Agoseris, Shortbeak Agoseris",,Yellowstone National Park,221
Vascular Plant,Agoseris heterophylla,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",,Yosemite National Park,147
Vascular Plant,Agoseris heterophylla,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",,Bryce National Park,120
Vascular Plant,Agoseris heterophylla,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",,Great Smoky Mountains National Park,92
Vascular Plant,Agoseris heterophylla,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",,Yellowstone National Park,277
Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,,Yosemite National Park,138
Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,,Great Smoky Mountains National Park,46
Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,,Bryce National Park,94
Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,,Yellowstone National Park,263
Vascular Plant,Agoseris retrorsa,Spearleaf Agoseris,,Great Smoky Mountains National Park,84
Vascular Plant,Agoseris retrorsa,Spearleaf Agoseris,,Bryce National Park,124
Vascular Plant,Agoseris retrorsa,Spearleaf Agoseris,,Yosemite National Park,118
Vascular Plant,Agoseris retrorsa,Spearleaf Agoseris,,Yellowstone National Park,280
Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",,Bryce National Park,80
Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",,Yosemite National Park,145
Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",,Yellowstone National Park,232
Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",,Great Smoky Mountains National Park,67
Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,,Yosemite National Park,126
Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,,Yellowstone National Park,254
Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,,Great Smoky Mountains National Park,80
Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,,Bryce National Park,101
Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",,Yellowstone National Park,232
Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",,Bryce National Park,105
Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",,Great Smoky Mountains National Park,78
Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",,Yosemite National Park,168
Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",,Yellowstone National Park,238
Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",,Great Smoky Mountains National Park,93
Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",,Bryce National Park,117
Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",,Yosemite National Park,154
Vascular Plant,Agrimonia rostellata,"Beaked Agrimony, Woodland Agrimony",,Yosemite National Park,148
Vascular Plant,Agrimonia rostellata,"Beaked Agrimony, Woodland Agrimony",,Great Smoky Mountains National Park,116
Vascular Plant,Agrimonia rostellata,"Beaked Agrimony, Woodland Agrimony",,Bryce National Park,101
Vascular Plant,Agrimonia rostellata,"Beaked Agrimony, Woodland Agrimony",,Yellowstone National Park,249
Vascular Plant,Agrostemma githago,"Common Corncockle, Corncockle",,Yosemite National Park,186
Vascular Plant,Agrostemma githago,"Common Corncockle, Corncockle",,Bryce National Park,92
Vascular Plant,Agrostemma githago,"Common Corncockle, Corncockle",,Great Smoky Mountains National Park,134
Vascular Plant,Agrostemma githago,"Common Corncockle, Corncockle",,Yellowstone National Park,260
Vascular Plant,Agrostis capillaris,Rhode Island Bent,,Great Smoky Mountains National Park,84
Vascular Plant,Agrostis capillaris,Rhode Island Bent,,Bryce National Park,103
Vascular Plant,Agrostis capillaris,Rhode Island Bent,,Bryce National Park,105
Vascular Plant,Agrostis capillaris,Rhode Island Bent,,Yellowstone National Park,241
Vascular Plant,Agrostis capillaris,Rhode Island Bent,,Yosemite National Park,182
Vascular Plant,Agrostis capillaris,Rhode Island Bent,,Yellowstone National Park,267
Vascular Plant,Agrostis capillaris,Rhode Island Bent,,Great Smoky Mountains National Park,97
Vascular Plant,Agrostis capillaris,Rhode Island Bent,,Yosemite National Park,140
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",,Great Smoky Mountains National Park,84
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",,Bryce National Park,103
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",,Bryce National Park,105
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",,Yellowstone National Park,241
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",,Yosemite National Park,182
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",,Yellowstone National Park,267
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",,Great Smoky Mountains National Park,97
Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",,Yosemite National Park,140
Vascular Plant,Agrostis elliottiana,"Elliott Bentgrass, Elliott's Bentgrass",,Yellowstone National Park,235
Vascular Plant,Agrostis elliottiana,"Elliott Bentgrass, Elliott's Bentgrass",,Yosemite National Park,163
Vascular Plant,Agrostis elliottiana,"Elliott Bentgrass, Elliott's Bentgrass",,Great Smoky Mountains National Park,72
Vascular Plant,Agrostis elliottiana,"Elliott Bentgrass, Elliott's Bentgrass",,Bryce National Park,74
Vascular Plant,Agrostis exarata,Spike Bentgrass,,Bryce National Park,105
Vascular Plant,Agrostis exarata,Spike Bentgrass,,Yosemite National Park,116
Vascular Plant,Agrostis exarata,Spike Bentgrass,,Great Smoky Mountains National Park,93
Vascular Plant,Agrostis exarata,Spike Bentgrass,,Yellowstone National Park,241
Vascular Plant,Agrostis gigantea,Redtop,,Yellowstone National Park,253
Vascular Plant,Agrostis gigantea,Redtop,,Yellowstone National Park,235
Vascular Plant,Agrostis gigantea,Redtop,,Bryce National Park,104
Vascular Plant,Agrostis gigantea,Redtop,,Great Smoky Mountains National Park,93
Vascular Plant,Agrostis gigantea,Redtop,,Bryce National Park,116
Vascular Plant,Agrostis gigantea,Redtop,,Great Smoky Mountains National Park,57
Vascular Plant,Agrostis gigantea,Redtop,,Yosemite National Park,148
Vascular Plant,Agrostis gigantea,Redtop,,Yosemite National Park,128
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",,Yellowstone National Park,253
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",,Yellowstone National Park,235
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",,Bryce National Park,104
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",,Great Smoky Mountains National Park,93
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",,Bryce National Park,116
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",,Great Smoky Mountains National Park,57
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",,Yosemite National Park,148
Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",,Yosemite National Park,128
Vascular Plant,Agrostis humilis,"Alpine Bentgrass, Mountain Bent Grass",,Bryce National Park,108
Vascular Plant,Agrostis humilis,"Alpine Bentgrass, Mountain Bent Grass",,Yellowstone National Park,250
Vascular Plant,Agrostis humilis,"Alpine Bentgrass, Mountain Bent Grass",,Yosemite National Park,179
Vascular Plant,Agrostis humilis,"Alpine Bentgrass, Mountain Bent Grass",,Great Smoky Mountains National Park,115
Vascular Plant,Agrostis hyemalis,"Hairgrass, Winter Bentgrass",,Yosemite National Park,152
Vascular Plant,Agrostis hyemalis,"Hairgrass, Winter Bentgrass",,Great Smoky Mountains National Park,59
Vascular Plant,Agrostis hyemalis,"Hairgrass, Winter Bentgrass",,Yellowstone National Park,255
Vascular Plant,Agrostis hyemalis,"Hairgrass, Winter Bentgrass",,Bryce National Park,64
Vascular Plant,Agrostis idahoensis,"Idaho Bentgrass, Idaho Redtop",,Yosemite National Park,144
Vascular Plant,Agrostis idahoensis,"Idaho Bentgrass, Idaho Redtop",,Great Smoky Mountains National Park,42
Vascular Plant,Agrostis idahoensis,"Idaho Bentgrass, Idaho Redtop",,Bryce National Park,91
Vascular Plant,Agrostis idahoensis,"Idaho Bentgrass, Idaho Redtop",,Yellowstone National Park,249
Vascular Plant,Agrostis mertensii,Northern Agrostis,,Yosemite National Park,135
Vascular Plant,Agrostis mertensii,Northern Agrostis,,Yosemite National Park,128
Vascular Plant,Agrostis mertensii,Northern Agrostis,,Great Smoky Mountains National Park,54
